SRA_Run,biosample,geo_loc_name,marine_region,geographic_location(region_and_locality),lat_lon,geographic_location(latitude),geographic_location(longitude),geographic_location(depth),latitude_start,latitude_end,longitude_start,longitude_end,submission
SRR5273020,SAMN06267757,,,"USA: Yellowstone National Park, Wyoming",44.376 N 110.69 W,,,,,,,,JGI; 2017-01-25
ERR964903,SAMEA3485561,,,Italy,,14.2768,40.4361,0,,,,,EBI; 2017-04-29
SRR1918203,SAMN03383912,,,USA: Gulf of Mexico,29.1 N 92.2 W,,,,,,,,"Georgia Institute of Technology, Frank Stewart; 2015-03-03"
SRR9189180,SAMN09741931,,,Canada: Ontario,42.03 N 83.04 W,,,,,,,,"University of Windsor, Danielle VanMensel; 2018-07-30"
SRR8141073,SAMN10250981,,,Indian Ocean: SW Indian Ridge Lower Crust and Moho,32.42 S 57.16 E,,,,,,,,"Woods Hole Oceanographic Institution, Virginia Edgcomb; 2018-10-17"
SRR7523503,SRS3547679,,,Canada:British Columbia,53.801963 N 128.832635 W,,,,,,,,"National Research Council Canada, Julien Tremblay; 2018-07-09"
SRR6254984,SRS2660187,,,USA: Illinois,40.1191 N 88.1952 W,,,,,,,,JGI; 2017-09-11
ERR3586902,SAMEA2622549,,(search radius=5 degrees) Marine Ecoregion:Rapa-Pitcairn (MRGID:21942),,"(latituden=-23.2189, longitudee=-129.4997)",,,,-23.2189,-23.1569,-129.4997,-129.5943,EBI; 2019-10-10
SRR6255746,SAMN07631342,,,USA: Illinois,40.1191 N 88.1952 W,,,,,,,,JGI; 2017-09-11
SRR6262229,SAMN07982903,,,China: Guangxi,23.21 N 109.00 E,,,,,,,,"South Subtropical Crops Research Institute, Chinese Academy of Tropical Agricultural Science, Bo Shu; 2017-11-06"
ERR3586981,ERS493102,,(search radius=5 degrees) Marine Ecoregion:Line Islands (MRGID:21839),,"(latituden=0.0222, longitudee=-153.6858)",,,,0.0222,0.0328,-153.6858,-153.705,EBI; 2019-10-10
SRR6049372,SRS2523487,,,USA: Delaware,39.283 N 75.3633 W,,,,,,,,JGI; 2017-09-11
ERR3586681,SAMEA4397741,,[AO] Arctic Ocean (MRGID:1906),,,,,,78.0391,78.1432,116.4105,115.8086,EBI; 2016-10-29
SRR10748789,SAMN13639923,,,"Pacific Ocean: North Pacific Gyre, Station ALOHA",26.49367 N 158.53533 W,,,,,,,,"University of Hawaii, John Eppley; 2019-12-19"
SRR5829964,SRS2357577,,,"USA:Alaska, USA",63.8830 N 145.733 W,,,,,,,,JGI; 2017-01-25
SRR7949682,SAMN09201817,,,USA: California,36.8313 N 121.9047 W,,,,,,,,JGI; 2018-05-11
SRR767748,SRS393669,,,Yellowstone National Park,,,,,,,,,"Pennsylvania State University, Zhenfeng Liu; 2013-02-06"
SRR1028919,SRS455051,,,Canada,"56.72°N, 111.40°W",,,,,,,,"National Research Council of Canada, Etienne Yergeau; 2013-07-03"
ERR3463866,SAMEA5841995,,,Germany,,48.269185,11.678631,,,,,,EBI; 2020-08-01
ERR1740132,SAMEA2622130,,,,"(latituden=-12.9723, longitudee=-96.0122)",,,,-12.9723,-12.9226,-96.0122,-96.0932,EBI; 2014-07-17
ERR1719477,ERS491435,,"(search radius=5 degrees) Marine Ecoregion:Central Chile (MRGID:22007), Marine Ecoregion:Araucanian (MRGID:22009)",,"(latituden=-34.0614, longitudee=-73.1066)",,,,-34.0614,-33.8785,-73.1066,-73.0369,EBI; 2016-11-11
SRR10450116,SRS3098538,,,Pacific Ocean,24.57 N 156.426 W,,,,,,,,"Columbia University, Matthew Harke; 2018-03-19"
SRR8393573,SAMN09091574,,,Arctic Ocean,73.0188 N 9.8566 E,,,,,,,,JGI; 2018-05-08
SRR8776951,SAMN11166853,,,Ireland,,,,,,,,,"University College Dublin, Yu Cao; 2019-03-19"
SRR7945830,SRS3860519,,,China:Bohai Gulf,38.26 N 118.32 E,,,,,,,,"Hebei university of Technology, Si Li; 2018-09-30"
SRR7687119,SAMN09093864,,,USA: New York,45.0061 N 74.7949 W,,,,,,,,JGI; 2018-05-08
SRR5864110,SRS2381197,,,USA:Ohio,41.382783 N 82.51465 W,,,,,,,,"The Ohio State University, Richard Wolfe; 2016-10-10"
SRR10914241,SAMN13875377,,,China:NanJing,32.0 N 118.7 E,,,,,,,,"NanJing University, Depeng Wang; 2020-01-17"
SRR6399503,SRS2776543,,,"USA:california,Cupertino",37.3229978 N 122.032183 W,,,,,,,,"Stanford University, Chao Jiang; 2017-12-20"
SRR4038292,SRS1623719,,,Ross Sea,76.82 S 170.76 E,,,,,,,,"J. Crag Venter Institute, Andrew Allen; 2016-08-16"
ERR1719433,ERS491736,,"(search radius=5 degrees) Marine Province:Easter Island (MRGID:15120), Marine Ecoregion:Easter Island (MRGID:15120)",,"(latituden=-25.8105, longitudee=-111.7329)",,,,-25.8105,-25.8126,-111.7329,-111.7386,EBI; 2014-07-17
SRR6824933,SRS3034869,,,USA: Georgia,31.9720 N 81.0280 W,,,,,,,,JGI; 2017-09-11
ERR4003350,SAMEA6264009,,Red Sea,,,,,,29.5021,,34.9167,,EBI; 2020-05-01
SRR6399843,SAMN08216169,,,"USA:california,Palo Alto",37.40988969 N 122.1593497 W,,,,,,,,"Stanford University, Chao Jiang; 2017-12-20"
ERR3586918,ERS493435,,,,"(latituden=35.4002, longitudee=-127.7499)",,,,35.4002,35.4118,-127.7499,-127.7122,EBI; 2019-10-10
SRR6662716,SAMN08442871,,,Italy: Mediterranean Sea,42.7063 N 10.1176 E,,,,,,,,"Max Planck Institute for Marine Microbiolgy, Viola Krukenberg; 2018-01-31"
ERR3040964,ERS3013988,,,,,,,,,,,,EBI; 2019-08-08
ERR3463903,SAMEA5842069,,,Germany,,48.269185,11.678631,,,,,,EBI; 2020-08-01
SRR5208579,SAMN06264517,,,"USA:Yellowstone National Park, Wyoming, USA",44.5340 N 110.7978 W,,,,,,,,JGI; 2017-01-25
ERR3587096,ERS490300,,,,"(latituden=-31.027, longitudee=4.6802)",,,,-31.027,-31.0136,4.6802,4.6932,EBI; 2019-10-10
SRR8443478,SRS4252293,,,USA: Iowa,42 N 93 W,,,,,,,,JGI; 2018-10-30
SRR12321286,SRS7087294,,,Indian Ocean: Subantarctic,46.5954 S 142.0314 E,,,,,,,,JGI; 2020-03-31
SRR3473037,SAMN04934606,,,Pacific Ocean: California Current System,35.93452 N 121.7337 W,,,,,,,,"University of North Carolina at Chapel Hill, Robert Lampe; 2016-05-03"
SRR5212538,SRS1946181,,,"USA: Angelo Coastal Reserve, California",39.7181 N 123.6527 W,,,,,,,,JGI; 2017-01-25
SRR9648501,SAMN11532320,,,Norway: Bergen,60.2696 N 5.2187 E,,,,,,,,JGI; 2019-04-29
SRR5819235,SRS2348342,,,"USA: Angelo Coastal Reserve, California",39.7181 N 123.6527 W,,,,,,,,JGI; 2017-01-25
SRR9971572,SRS5271429,,,Chile: Atacama Desert,20.953335 S 70.019611 W,,,,,,,,"Johns Hopkins, Gherman Uritskiy; 2019-08-13"
ERR1712208,ERS488506,,"(search radius=5 degrees) Marine Province:Mediterranean Sea (MRGID:8552), Marine Ecoregion:Adriatic Sea (MRGID:3314), Marine Ecoregion:Ionian Sea (MRGID:3351)",,"(latituden=39.2143, longitudee=19.406)",,,,39.2143,39.3599,19.406,19.4084,EBI; 2014-07-17
ERR3586787,SAMEA2620426,,"(search radius=5 degrees) Marine Ecoregion:Cargados Carajos/Tromelin Island (MRGID:22029), Marine Ecoregion:Mascarene Islands (MRGID:22030)",,"(latituden=-16.8084, longitudee=59.5043)",,,,-16.8084,-16.8083,59.5043,59.5043,EBI; 2019-10-10
SRR6233357,SAMN07631405,,,Atlantic Ocean:Southern Atlantic ocean,,,,,,,,,JGI; 2017-09-11
SRR2503779,SRS1011611,,,Greece,35.18 N 21.24 E,,,,,,,,"Woods Hole Oceanographic Institution, Virginia Edgcomb; 2015-06-03"
SRR5196779,SAMN06250024,,,Germany: giessen,50.32 N 8.413 E,,,,,,,,"Max Planck Institute for Terrestrial Microbiology, Qicheng Bei; 2017-01-23"
SRR2148787,GSM1846436,,,,,,,,,,,,"Molecular characterization, Biotechnology Institute, National University of Colombia, Sandra Gonzalez Sayer; 2015-08-11"
SRR2044889,SRS948149,,,Atlantic Ocean:Mid Cayman Rise,,,,,,,,,"University of Michigan, Sunit Jain; 2015-05-06"
ERR4147582,ERS4560402,,,,44.11663889 N 4.00054722 E,,,,,,,,EBI; 2020-05-22
SRR7088795,SAMN08777066,,,USA: Washington,46.3130 N 123.9970 W,,,,,,,,JGI; 2018-03-22
SRR9607946,SRS5032635,,,"USA:Connecticut,Groton",41.30 N 72.06 W,,,,,,,,"Smith College, Jean-David Grattepanche; 2019-06-24"
SRR6399500,SRS2776547,,,"USA:california,San Mateo",37.5629917 N 122.3255254 W,,,,,,,,"Stanford University, Chao Jiang; 2017-12-20"
SRR5830089,SRS2357623,,,USA: Chesapeake Bay,37.5161 N 76.1223 W,,,,,,,,JGI; 2017-01-25
SRR7523338,SRS3547777,,,Canada:British Columbia,53.801963 N 128.832635 W,,,,,,,,"National Research Council Canada, Julien Tremblay; 2018-07-09"
SRR5246521,SRS1970760,,,"USA:S. Glens Falls, New York, USA",43.099444 N 73.604444 W,,,,,,,,JGI; 2017-01-25
ERR3586842,SAMEA2623027,,,,"(latituden=22.7901, longitudee=-157.9439)",,,,22.7901,22.7704,-157.9439,-157.9932,EBI; 2019-10-10
SRR3838038,SRS1554457,,,USA:North Pacific,48.575 N 125.5 W,,,,,,,,"University of Washington, Bryndan Durham; 2016-07-11"
SRR10448254,SAMN13290921,,,France,48.31 N 7.44 E,,,,,,,,"Aerial, Lysiane Fougy; 2019-11-15"
SRR6122733,SRS2570901,,,not applicable,,,,,,,,,"Max Planck Institute for Terrestrial Microbiology, Jingjing Peng; 2017-10-05"
SRR6662719,SAMN08442869,,,Italy: Mediterranean Sea,42.7063 N 10.1176 E,,,,,,,,"Max Planck Institute for Marine Microbiolgy, Viola Krukenberg; 2018-01-31"
SRR8164894,SAMN10380603,,,Svalbard: Kongsfjorden,78.55 N 12.15 E,,,,,,,,"University of Tennessee, Joy Buongiorno; 2018-11-05"
SRR6179838,SRS2599772,,,USA: North Carolina,35.7596 N 79.0193 W,,,,,,,,"University of Florida, Hui-Ling Liao; 2017-10-16"
ERR908523,SAMEA3445023,,,Pacific Ocean,,45.922741,-129.988104,1520,,,,,EBI; 2015-08-05
SRR11450335,SAMN14486400,,,"USA: Biodesign Institute Building A, 1001 S McAllister Ave, Tempe, AZ 85281",33.42 N 111.93 W,,,,,,,,"Arizona State University, Yihao Luo; 2020-03-30"
SRR8272510,SAMN10506006,,,"USA: North Dakota, Cottonwood Lake Study Area",47.0988 N 99.1039 W,,,,,,,,"Pacific Northwest National Laboratory, Hugh Mitchell; 2018-11-30"
SRR9164654,SRS4850464,,,Sweden: Aspo HRL,57.43 N 16.65 E,,,,,,,,"Linnaeus University, Margarita Lopez-Fernandez; 2019-05-22"
ERR1712111,SAMEA2623506,,"(search radius=5 degrees) Marine Province:Warm Temperate Northwest Atlantic (MRGID:21751), Marine Ecoregion:Southern Gulf of Mexico (MRGID:21983), Marine Ecoregion:Northern Gulf of Mexico (MRGID:22002)",,"(latituden=25.6168, longitudee=-88.4532)",,,,25.6168,25.7109,-88.4532,-88.4916,EBI; 2016-10-22
SRR9849958,SRS5169435,,,"Pacific Ocean: Urashima Vent Field, Southern Mariana Trough",12.922330 N 143.649280 E,,,,,,,,"University of Delaware, Sean McAllister; 2019-07-22"
SRR6831128,SRS3040010,,,Atlantic Ocean:Southern Atlantic Ocean,28.2362 S 38.4949 W,,,,,,,,JGI; 2018-03-05
ERR1719383,ERS488742,,(search radius=5 degrees) Marine Ecoregion:Gulf of Oman (MRGID:4267),,"(latituden=20.8215, longitudee=63.512)",,,,20.8215,20.8208,63.512,63.5119,EBI; 2014-07-17
SRR5252771,SRS2871684,,,"Germany: Schloeppnerbrunnen fen II, Fichtel Mountains, northeastern Bavaria",50.131881 N 11.881046 E,,,,,,,,"University of Vienna, Bela Hausmann; 2016-07-13"
ERR2497769,SAMEA1061468,,,Baltic Sea,,58.5849,18.2327,,,,,,EBI; 2018-04-08
ERR3999830,SAMEA6264036,,Red Sea,,,,,,29.5021,,34.9167,,EBI; 2020-05-01
SRR5215308,SRS1946457,,,"USA:Big Basin, California",37.1932 N 122.2204 W,,,,,,,,JGI; 2017-01-25
SRR2041156,SRS926164,,,Singapore,1.3000 N 103.8000 E,,,,,,,,"SCELSE, Martin Tay; 2015-04-29"
SRR9939002,SAMN12511946,,,Singapore,1.318 N 103.772 E,,,,,,,,"National University of Singapore, Gourvendu Saxena; 2019-08-06"
SRR6006842,SRS2492695,,,Bahamas: Highbourne Cay,24.72 N 76.82 W,,,,,,,,"University of Florida, Jamie Foster; 2017-08-24"
ERR1719341,ERS494720,,,,"(latituden=44.0852, longitudee=-16.5645)",,,,44.0852,44.0898,-16.5645,-16.5595,EBI; 2016-11-11
SRR7534944,SAMN09202451,,,USA: Massachusetts,42.481016 N 72.178343 W,,,,,,,,JGI; 2018-05-11
ERR3054984,ERS3014237,,,,,,,,,,,,EBI; 2019-08-08
SRR5131964,SRS1879482,,,"Pacific Ocean: North Pacific Gyre, Station ALOHA",24.50 N 156.30 W,,,,,,,,"SCOPE, John Eppley; 2016-12-23"
SRR5204321,SAMN06268071,,,USA: Lake Michigan,43.1998 N 86.5698 W,,,,,,,,JGI; 2017-01-25
SRR8667965,SAMN11053163,,,USA: UCLA School of Dentistry,34.07 N 118.44 W,,,,,,,,"J. Craig Venter Institute, Jonathon Baker; 2019-03-04"
ERR3463887,SAMEA5842037,,,Germany,,48.269185,11.678631,,,,,,EBI; 2020-08-01
SRR7523321,SAMN09631135,,,Canada:British Columbia,53.801963 N 128.832635 W,,,,,,,,"National Research Council Canada, Julien Tremblay; 2018-07-09"
SRR1994960,SAMN03566765,,,missing,27.015 N 111.033 W,,,,,,,,"Shanghai Jiao Tong University, Jing Fang; 2015-04-24"
ERR1712041,ERS494131,,(search radius=5 degrees) Marine Ecoregion:Virginian (MRGID:21853),,"(latituden=36.3698, longitudee=-72.9669)",,,,36.3698,36.3551,-72.9669,-72.8046,EBI; 2015-05-08
SRR8566404,SRS4358153,,,USA,34.72 N 76.67 W,,,,,,,,"Georgia Institute of Technology, Despina Tsementzi; 2019-02-08"
SRR3290636,SRS1360347,,,Pacific Ocean,44.562662 S 172.1363 E,,,,,,,,"Woods Hole Oceanographic Institution, Virginia Edgcomb; 2016-03-23"
SRR4095707,SAMN03288312,,,USA:North Pacific,,,,,,,,,"University of Georgia, Bryndan Durham; 2015-01-20"
SRR2089078,SRS971007,,,Canada: Southwestern British Columbia,49 N 123 W,,,,,,,,"The University of British Columbia, Anamaria Crisan; 2015-06-24"
SRR11450567,SRS6400810,,,"USA: Biodesign Institute Building A, 1001 S McAllister Ave, Tempe, AZ 85281",33.42 N 111.93 W,,,,,,,,"Arizona State University, Yihao Luo; 2020-03-29"
ERR1711866,SAMEA2730799,,,,"(latituden=-21.4593, longitudee=54.3041)",,,,-21.4593,-21.4475,54.3041,54.2948,EBI; 2016-10-29
SRR8394099,SAMN09092561,,,Arctic Ocean,73.0188 N 9.8566 E,,,,,,,,JGI; 2018-05-08
ERR1711873,ERS493652,,(search radius=5 degrees) Marine Ecoregion:Revillagigedos (MRGID:21973),,"(latituden=14.2004, longitudee=-116.6398)",,,,14.2004,16.1982,-116.6398,-116.6458,EBI; 2016-10-29
ERR1719356,ERS492912,,"(search radius=5 degrees) Marine Province:Marquesas (MRGID:21741), Marine Ecoregion:Marquesas (MRGID:21741)",,"(latituden=-8.9124, longitudee=-142.5595)",,,,-8.9124,-8.9085,-142.5595,-142.5707,EBI; 2014-07-17
SRR9938985,SRS5245230,,,Singapore,1.318 N 103.772 E,,,,,,,,"National University of Singapore, Gourvendu Saxena; 2019-08-06"
SRR11541433,SRS6476620,,,,,,,,,,,,"University of Aberdeen, Ashish Malik; 2020-04-14"
SRR7687208,SAMN09094725,,,USA: Georgia,31.4271 N 81.6053 W,,,,,,,,JGI; 2018-05-08
SRR5204280,SRS1940911,,,USA: Lake Michigan,43.1998 N 86.5698 W,,,,,,,,JGI; 2017-01-25
SRR5204320,SAMN06268069,,,USA: Lake Michigan,43.1998 N 86.5698 W,,,,,,,,JGI; 2017-01-25
SRR7536883,SRS3558859,,,USA: Massachusetts,42.481016 N 72.178343 W,,,,,,,,JGI; 2018-05-11
SRR10095346,SAMN12723067,,,"Canada: Liard River, BC",59.25 N 126.05 W,,,,,,,,"University of British Columbia, David Levy-Booth; 2019-09-10"
SRR8549887,SAMN10865664,,,Norway: Oslo,59.9992 N 10.7901 E,,,,,,,,JGI; 2019-02-01
ERR1712149,ERS493517,,"(search radius=5 degrees) Marine Ecoregion:Northern California (MRGID:21844), Marine Ecoregion:Southern California Bight (MRGID:22001)",,"(latituden=32.9986, longitudee=-121.7698)",,,,32.9986,33.0234,-121.7698,-121.736,EBI; 2016-10-29
SRR9939008,SRS5245207,,,Singapore,1.318 N 103.772 E,,,,,,,,"National University of Singapore, Gourvendu Saxena; 2019-08-06"
SRR6336414,SAMN08100477,,,Germany: giessen,50.32 N 8.413 E,,,,,,,,"Max Planck Institute for Terrestrial Microbiology, Qicheng Bei; 2017-11-27"
SRR6336448,SAMN08100513,,,Germany: giessen,50.32 N 8.413 E,,,,,,,,"Max Planck Institute for Terrestrial Microbiology, Qicheng Bei; 2017-11-27"
SRR5250833,SRS1973138,,,USA: University of North Carolina,35.9082 N 79.0499 W,,,,,,,,JGI; 2017-01-25
ERR3586852,SAMEA2623101,,,,"(latituden=31.528, longitudee=-159.0224)",,,,31.528,31.5319,-159.0224,-159.0668,EBI; 2019-10-10
SRR3747803,SRS1544033,,,not applicable,54.570232 N 11.332183 E,,,,,,,,"J. Crag Venter Institute, Andrew Allen; 2016-05-04"
SRR6233173,SAMN07631393,,,Atlantic Ocean:Southern Atlantic ocean,,,,,,,,,JGI; 2017-09-11
SRR1185390,SAMN02628434,,,Atlantic Ocean:Western Tropical North Atlantic Ocean,10.29 N 54.51 W,,,,,,,,"University of Georgia, Brandon Satinsky; 2014-02-05"
SRR7687307,SRS3665067,,,USA: Louisiana,29.8571 N 89.9778 W,,,,,,,,JGI; 2018-05-08
SRR5868115,SAMN07414913,,,Hong Kong,22.4256 N 114.2103 E,,,,,,,,"City University of Hong Kong, Yangyang JIA; 2017-07-26"
SRR5052269,SAMN05970517,,,Saudi Arabia,21.41 N 38.30 E,,,,,,,,"KAUST, Christian Voolstra; 2016-11-03"
SRR11541462,SAMN14595179,,,,,,,,,,,,"University of Aberdeen, Ashish Malik; 2020-04-14"
SRR5834393,SAMN06265189,,,USA: Wisconsin,43.099 N 89.405 W,,,,,,,,JGI; 2017-01-25
SRR6049618,SRS2523722,,,Czech Republic: Prague,50.02 N 14.46 E,,,,,,,,"Institute of Microbiology ASCR, Milan Gryndler; 2017-09-15"
SRR10748763,SAMN13639920,,,"Pacific Ocean: North Pacific Gyre, Station ALOHA",26.48483 N 158.53600 W,,,,,,,,"University of Hawaii, John Eppley; 2019-12-19"
SRR5208455,SAMN06266328,,,"USA:Alaska, USA",68.6137 N 149.3144 W,,,,,,,,JGI; 2017-01-25
SRR6399893,SAMN08216235,,,"USA:california,San Mateo",37.5629917 N 122.3255254 W,,,,,,,,"Stanford University, Chao Jiang; 2017-12-20"
SRR7687096,SAMN09094162,,,USA: Oregon,46.1812 N 123.1834 W,,,,,,,,JGI; 2018-05-08
SRR7523448,SRS3547666,,,Canada:British Columbia,53.801963 N 128.832635 W,,,,,,,,"National Research Council Canada, Julien Tremblay; 2018-07-09"
SRR5208543,SAMN06267369,,,"USA:Delaware River, USA",39.283 N 75.3633 W,,,,,,,,JGI; 2017-01-25
ERR3586694,SAMEA4398022,,[AO] Arctic Ocean (MRGID:1906),,,,,,74.2987,74.3218,-85.7806,-85.9117,EBI; 2016-10-29
SRR6233938,SAMN07631481,,,USA: Montana,45.7544 N 113.9094 W,,,,,,,,JGI; 2017-09-11
SRR1656908,SRS747875,,,USA: Gulf of Mexico,29.01 N 89.52 W,,,,,,,,"Kent State University, XINXIN LU; 2014-11-17"
SRR6399971,SRS2776641,,,"USA:california,Palo Alto",37.40988969 N 122.1593497 W,,,,,,,,"Stanford University, Chao Jiang; 2017-12-20"
SRR4022151,SAMN05518665,,,"USA:Harvard Forest LTER, Petersham, MA, USA",42.471116 N 72.17263 W,,,,,,,,JGI; 2016-08-06
SRR3097677,SRS1245667,,,USA:California,37.96 N 119.02 W,,,,,,,,"University of Georgia, Christian Edwardson; 2016-01-10"
SRR4022170,SRS1611159,,,"USA:Harvard Forest LTER, Petersham, MA, USA",42.471116 N 72.17263 W,,,,,,,,JGI; 2016-08-06
ERR2635187,SAMEA1061447,,,Baltic Sea,,58.5849,18.2327,,,,,,EBI; 2018-04-08
SRR6399534,SAMN08216047,,,"USA:california,Palo Alto",37.4323403 N 122.17595 W,,,,,,,,"Stanford University, Chao Jiang; 2017-12-20"
ERR3586970,SAMEA2620281,,"(search radius=5 degrees) Marine Province:Central Indian Ocean Islands (MRGID:21774), Marine Ecoregion:Maldives (MRGID:21835)",,"(latituden=4.6599, longitudee=73.4856)",,,,4.6599,4.6599,73.4856,73.4858,EBI; 2019-10-10
SRR12442169,SRS7192977,,,Pacific Ocean,52.579 S 130.317 W,,,,,,,,"IDAEA - CSIC, Alicia Martinez-Varela; 2020-08-12"
ERR3587042,SAMEA2620626,,"(search radius=5 degrees) Marine Province:Western Indian Ocean (MRGID:21773), Marine Ecoregion:Western and Northern Madagascar (MRGID:22035)",,"(latituden=-12.807, longitudee=45.2247)",,,,-12.807,-12.7907,45.2247,45.2482,EBI; 2019-10-10
SRR6032680,SRS2364938,,,Denmark: Kgs. Lyngby,55.788326 N 12.526644 E,,,,,,,,"Universita' Cattolica del Sacro Cuore, Alessandra Fontana; 2017-07-19"
SRR3933497,SRS1572407,,,Canada:Atlantic,43.858 N 60.157 W,,,,,,,,"National Research Council Canada, Julien Tremblay; 2016-07-19"
SRR6049623,SRS2523727,,,Atlantic Ocean:Southern Atlantic ocean,28.2362 S 38.4949 W,,,,,,,,JGI; 2017-09-11
ERR1712030,ERS488521,,"(search radius=5 degrees) Marine Province:Mediterranean Sea (MRGID:8552), Marine Ecoregion:Adriatic Sea (MRGID:3314), Marine Ecoregion:Ionian Sea (MRGID:3351)",,"(latituden=39.3833, longitudee=19.4183)",,,,39.3833,39.3681,19.4183,19.4206,EBI; 2014-07-17
SRR3884267,SAMN05300432,,,Singapore,1.34295562 N 103.84552001 E,,,,,,,,"Nanyang Technological University, Anee Mohanty; 2016-06-28"
ERR908524,SAMEA3445023,,,Pacific Ocean,,45.922741,-129.988104,1520,,,,,EBI; 2015-08-05
SRR8394866,SAMN09091580,,,Atlantic Ocean,42.340079 N 12.879929 W,,,,,,,,JGI; 2018-05-08
ERR964901,SAMEA3485559,,,Italy,,14.2768,40.4350,0,,,,,EBI; 2017-04-29
SRR5799341,SRS2332709,,,USA,33.55 N 118.40 W,,,,,,,,"University of Southern California, Sarah Hu; 2017-06-22"
SRR5834614,SAMN06265091,,,USA: Wisconsin,43.099 N 89.405 W,,,,,,,,JGI; 2017-01-25
SRR6227499,SRS2638488,,,"USA:Hopland, California, USA",38.97364 N 123.117453 W,,,,,,,,JGI; 2017-09-11
SRR2975927,SRS1192000,,,New Caledonia:Noumea,22.28 S 166.26 E,,,,,,,,"Institute for Biology 3, University of Freiburg, Ulrike Pfreundt; 2015-11-30"
ERR1740123,SAMEA2732401,,,,"(latituden=-44.5455, longitudee=-52.3242)",,,,-44.5455,-44.5307,-52.3242,-52.5307,EBI; 2016-11-16
SRR12063547,SRS6882592,,,Germany: Ukermark,53.36399500 N 13.74251100 E,,,,,,,,"Leibniz Institute of Freshwater Ecology and Inland Fisheries, Danny Ionescu; 2020-06-20"
SRR9608023,SRS5032608,,,"USA:Connecticut,Groton",41.30 N 72.06 W,,,,,,,,"Smith College, Jean-David Grattepanche; 2019-06-24"
SRR11075871,SAMN12794405,,,USA: Colorado,38.9206 N 106.9489 W,,,,,,,,JGI; 2019-09-20
SRR5252761,SRS2871682,,,"Germany: Schloeppnerbrunnen fen II, Fichtel Mountains, northeastern Bavaria",50.131881 N 11.881046 E,,,,,,,,"University of Vienna, Bela Hausmann; 2016-07-13"
SRR8861663,SAMN10864900,,,USA: Indiana,39.0844 N 86.4705 W,,,,,,,,JGI; 2019-02-01
SRR125612,SAMN00100725,,,," 48&amp;#176; 22' 9.6456""   9&amp;#176; 24' 54.7842",,,,,,,,G2L; 2010-11-29
SRR8437611,SAMN10351008,,,France: Rollainville,48.3625 N 5.7397 E,,,,,,,,JGI; 2018-10-30
ERR3587069,ERS491773,,"(search radius=5 degrees) Marine Province:Easter Island (MRGID:15120), Marine Ecoregion:Easter Island (MRGID:15120)",,"(latituden=-25.8076, longitudee=-111.6906)",,,,-25.8076,-25.8339,-111.6906,-111.8078,EBI; 2019-10-10
SRR7523409,SAMN09631319,,,Canada:British Columbia,53.801963 N 128.832635 W,,,,,,,,"National Research Council Canada, Julien Tremblay; 2018-07-09"
SRR6202929,SRS2618787,,,"USA: Iron Mountain Mine, Redding, CA",40.7 N 122.5 W,,,,,,,,JGI; 2017-01-25
SRR7804007,SAMN09990292,,,Hungary: Siklos,,,,,,,,,"Institute for Groundwater Ecology, Helmholtz Zentrum München, Tillmann Lueders; 2018-09-07"
SRR10748749,SAMN13639868,,,"Pacific Ocean: North Pacific Gyre, Station ALOHA",24.73033 N 158.48917 W,,,,,,,,"University of Hawaii, John Eppley; 2019-12-19"
SRR5211137,SAMN06266302,,,Atlantic Ocean:Southern Atlantic ocean,28.2362 S 38.4949 W,,,,,,,,JGI; 2017-01-25
SRR6399535,SRS2776513,,,"Sweden:NA,Uppsala",59.85625072 N 17.6406181 E,,,,,,,,"Stanford University, Chao Jiang; 2017-12-20"
ERR3586836,ERS493213,,,,"(latituden=22.7598, longitudee=-157.9568)",,,,22.7598,22.7306,-157.9568,-158.0492,EBI; 2019-10-10
SRR7687308,SAMN09094427,,,USA: Louisiana,29.8571 N 89.9778 W,,,,,,,,JGI; 2018-05-08
SRR12334203,SAMN14512963,,,Indian Ocean: Subantarctic,46.5954 S 142.0314 E,,,,,,,,JGI; 2020-03-31
SRR5457454,SRS2131894,,,"USA:Pennsylvania, USA",41.1752 N 78.4168 W,,,,,,,,JGI; 2017-01-25
SRR6285234,SRS2682076,,,Svalbard: Sassendalen,78.270961 N 17.228315 E,,,,,,,,"Copenhagen University, Morten Schostag; 2017-11-09"
ERR3587168,ERS488875,,,,"(latituden=18.5918, longitudee=66.622)",,,,18.5918,18.5706,66.622,66.5023,EBI; 2016-10-27
ERR3586926,SAMEA2623450,,"(search radius=5 degrees) Marine Ecoregion:Nicoya (MRGID:21969), Marine Ecoregion:Southwestern Caribbean (MRGID:21976)",,"(latituden=9.8481, longitudee=-80.0454)",,,,9.8481,9.846,-80.0454,80.0607,EBI; 2019-10-10
ERR1719188,ERS493694,,(search radius=5 degrees) Marine Ecoregion:Revillagigedos (MRGID:21973),,"(latituden=14.1957, longitudee=-116.7293)",,,,14.1957,14.1939,-116.7293,-116.7381,EBI; 2016-11-11
