group1	group2	evalue
Clstr527	zhaovirus	0.0002415
Clstr528	Clstr045	6.75E-05
Clstr528	Clstr047	0.000777
Clstr528	Clstr077	5.36E-08
Clstr528	Clstr146	0.000319
Clstr528	Clstr165	0.000303
Clstr528	Clstr169	3.63E-07
Clstr528	Clstr196	0.001
Clstr528	Clstr224	0.000109
Clstr528	Clstr241	4.64E-05
Clstr528	Clstr341	0.000795
Clstr528	Clstr375	1.10E-07
Clstr528	Clstr377	3.59E-08
Clstr528	Clstr384	1.70E-06
Clstr528	Clstr418	7.16E-41
Clstr528	Clstr527	6.82E-06
Clstr528	Clstr635	1.68E-06
Clstr528	Clstr646	5.42E-14
Clstr528	Clstr686	1.47E-06
Clstr528	Clstr703	0.000117
Clstr529	Clstr081	1.34E-15
Clstr529	Clstr294	0.000833
Clstr529	Clstr442	0.0009345
Clstr529	Clstr565	0.001
Clstr529	Clstr620	0.000129
Clstr530	Clstr031	2.78E-07
Clstr530	Clstr088	0.000457
Clstr530	Clstr124	5.52E-08
Clstr530	Clstr154	0.0005705
Clstr530	Clstr172	4.78E-06
Clstr530	Clstr200	3.51E-07
Clstr530	Clstr204	6.12E-06
Clstr530	Clstr205	0.000346
Clstr530	Clstr208	8.79E-06
Clstr530	Clstr216	7.85E-08
Clstr530	Clstr239	7.91E-05
Clstr530	Clstr288	0.001
Clstr530	Clstr357	3.12E-10
Clstr530	Clstr366	9.55E-06
Clstr530	Clstr369	6.68E-05
Clstr530	Clstr396	2.79E-05
Clstr530	Clstr441	1.60E-06
Clstr530	Clstr448	3.84E-11
Clstr530	Clstr456	2.97E-05
Clstr530	Clstr485	5.56E-06
Clstr530	Clstr488	0.000831
Clstr530	Clstr519	3.60E-07
Clstr530	Clstr547	3.14E-05
Clstr530	Clstr551	2.55E-05
Clstr530	Clstr566	7.13E-05
Clstr530	Clstr581	1.38E-08
Clstr530	Clstr607	7.39E-06
Clstr530	Clstr612	2.25E-06
Clstr530	Clstr629	2.83E-07
Clstr530	Clstr645	1.52E-06
Clstr530	Clstr661	7.46E-07
Clstr530	Clstr665	2.70E-05
Clstr530	Clstr673	2.52E-06
Clstr530	Clstr695	1.47E-05
Clstr531	Clstr152	1.45E-06
Clstr531	Clstr342	6.54E-06
Clstr531	Clstr355	4.93E-05
Clstr532	Clstr303	0.000803
Clstr532	Clstr691	1.01E-05
Clstr532	Clstr704	0.001
Clstr533	Clstr216	0.001
Clstr533	Clstr472	7.35E-19
Clstr533	Clstr473	1.28E-21
Clstr533	Clstr587	4.73E-21
Clstr534	Clstr147	3.74E-05
Clstr534	Clstr455	0.000134
Clstr534	Clstr612	0.000209
Clstr535	Clstr486	0.001
Clstr535	Clstr554	8.56E-17
Clstr536	Clstr186	4.29E-12
Clstr538	Clstr053	3.31E-14
Clstr538	Clstr089	2.87E-09
Clstr538	Clstr093	1.32E-12
Clstr538	Clstr111	1.38E-05
Clstr538	Clstr138	6.92E-06
Clstr538	Clstr231	2.17E-23
Clstr538	Clstr270	6.47E-06
Clstr538	Clstr284	9.18E-05
Clstr538	Clstr362	9.15E-06
Clstr539	Clstr001	0.001
Clstr539	Clstr088	0.001
Clstr539	Clstr121	0.000678
Clstr539	Clstr506	0.000217
Clstr540	Clstr208	0.001
Clstr540	Clstr256	0.000307
Clstr541	Clstr210	4.85E-05
Clstr541	Clstr220	0.001
Clstr541	Clstr416	3.83E-05
Clstr541	Clstr424	0.0008475
Clstr541	Clstr432	3.19E-20
Clstr541	Clstr435	0.000759
Clstr541	Clstr442	0.001
Clstr541	Clstr453	2.32E-13
Clstr541	Clstr463	1.15E-14
Clstr541	Clstr557	2.18E-21
Clstr541	Clstr577	1.03E-15
Clstr541	Clstr611	0.000608
Clstr541	Clstr669	5.64E-05
Clstr541	Clstr694	0.001
Clstr541	yanvirus	9.79E-26
Clstr542	Clstr443	3.10E-31
Clstr542	Clstr484	0.001
Clstr542	Clstr585	0.000846
Clstr542	Clstr689	1.61E-10
Clstr543	Clstr203	1.95E-05
Clstr543	Clstr238	8.66E-06
Clstr543	Clstr317	0.000235
Clstr543	Clstr395	3.14E-05
Clstr543	Clstr487	1.90E-08
Clstr543	Clstr489	4.96E-05
Clstr543	Clstr699	1.56E-06
Clstr544	Clstr683	0.000565
Clstr545	Clstr124	0.001
Clstr545	Clstr154	7.26E-08
Clstr545	Clstr172	0.001
Clstr545	Clstr193	4.25E-06
Clstr545	Clstr239	0.001
Clstr545	Clstr357	0.001
Clstr545	Clstr455	3.27E-10
Clstr545	Clstr547	0.000825
Clstr545	Clstr551	2.37E-05
Clstr545	Clstr612	0.000262
Clstr545	Clstr695	0.000749
Clstr546	Clstr204	6.38E-05
Clstr546	Clstr366	0.000226
Clstr546	Clstr396	0.000485
Clstr546	Clstr456	7.38E-06
Clstr546	Clstr566	0.00043813
Clstr546	Clstr661	0.000727
Clstr546	Clstr673	1.81E-05
Clstr547	Clstr124	0.001
Clstr547	Clstr154	3.26E-09
Clstr547	Clstr175	0.000228
Clstr547	Clstr239	0.001
Clstr547	Clstr357	0.0002945
Clstr547	Clstr366	0.000176
Clstr547	Clstr369	0.000498
Clstr547	Clstr396	0.0007435
Clstr547	Clstr441	1.54E-05
Clstr547	Clstr455	0.000179
Clstr547	Clstr485	0.00010155
Clstr547	Clstr530	6.60E-05
Clstr547	Clstr545	0.000799
Clstr547	Clstr551	2.98E-07
Clstr547	Clstr581	2.10E-05
Clstr547	Clstr607	1.24E-07
Clstr547	Clstr612	1.16E-07
Clstr547	Clstr629	6.34E-06
Clstr547	Clstr634	0.000517
Clstr547	Clstr661	3.97E-06
Clstr548	Clstr549	5.79E-05
Clstr548	Clstr563	0.000412
Clstr548	Clstr582	0.000221
Clstr548	Clstr664	0.0005183
Clstr548	Clstr666	0.000219
Clstr549	Clstr043	4.46E-07
Clstr549	Clstr060	8.33E-08
Clstr549	Clstr067	6.29E-06
Clstr549	Clstr469	7.17E-06
Clstr549	Clstr494	1.68E-08
Clstr549	Clstr510	0.0001625
Clstr549	Clstr548	9.53E-05
Clstr549	Clstr563	0.000749
Clstr549	Clstr586	0.000477
Clstr549	Clstr664	1.49E-08
Clstr549	Clstr666	2.47E-05
Clstr550	Clstr082	2.93E-06
Clstr550	Clstr116	0.0002105
Clstr550	Clstr204	0.001
Clstr550	Clstr300	1.09E-05
Clstr550	Clstr321	0.000553
Clstr550	Clstr363	6.42E-06
Clstr550	Clstr366	0.000799
Clstr550	Clstr448	3.67E-06
Clstr550	Clstr454	0.00069
Clstr550	Clstr456	0.001
Clstr550	Clstr518	8.49E-05
Clstr550	Clstr558	0.000153
Clstr550	Clstr566	7.72E-06
Clstr550	Clstr575	0.001
Clstr550	Clstr581	0.00075
Clstr550	Clstr611	0.000119
Clstr550	Clstr654	7.79E-05
Clstr550	Clstr655	0.000562
Clstr550	Clstr661	1.25E-05
Clstr551	Clstr031	0.000432
Clstr551	Clstr124	0.000469
Clstr551	Clstr139	0.001
Clstr551	Clstr154	1.84E-07
Clstr551	Clstr172	0.0005635
Clstr551	Clstr193	0.0004375
Clstr551	Clstr239	0.000842
Clstr551	Clstr357	0.0001295
Clstr551	Clstr366	0.0008985
Clstr551	Clstr369	8.68E-05
Clstr551	Clstr396	0.000666
Clstr551	Clstr441	1.02E-05
Clstr551	Clstr448	1.12E-05
Clstr551	Clstr455	1.24E-07
Clstr551	Clstr485	6.15E-05
Clstr551	Clstr530	2.45E-05
Clstr551	Clstr545	3.44E-05
Clstr551	Clstr547	7.22E-07
Clstr551	Clstr581	7.20E-05
Clstr551	Clstr607	0.0003945
Clstr551	Clstr612	7.46E-06
Clstr551	Clstr629	0.0001515
Clstr551	Clstr645	5.58E-05
Clstr551	Clstr661	3.00E-05
Clstr551	Clstr700	0.000869
Clstr552	Clstr687	3.40E-29
Clstr553	Clstr157	0.001
Clstr554	Clstr535	8.62E-17
Clstr555	Clstr038	3.92E-07
Clstr555	Clstr428	1.28E-16
Clstr556	Clstr602	0.000169
Clstr557	Clstr118	0.000461
Clstr557	Clstr135	0.000339
Clstr557	Clstr210	0.0001095
Clstr557	Clstr365	0.000775
Clstr557	Clstr416	5.68E-06
Clstr557	Clstr432	8.13E-16
Clstr557	Clstr453	2.53E-27
Clstr557	Clstr463	9.22E-11
Clstr557	Clstr541	2.57E-21
Clstr557	Clstr577	2.10E-10
Clstr557	Clstr653	5.71E-05
Clstr557	yanvirus	1.05E-16
Clstr558	Clstr051	0.00061
Clstr558	Clstr082	0.001
Clstr558	Clstr097	0.000313
Clstr558	Clstr116	0.000867
Clstr558	Clstr179	2.35E-05
Clstr558	Clstr321	0.000137
Clstr558	Clstr338	0.0003325
Clstr558	Clstr363	0.0001475
Clstr558	Clstr444	6.32E-16
Clstr558	Clstr454	8.72E-39
Clstr558	Clstr465	1.45E-16
Clstr558	Clstr518	0.00076
Clstr558	Clstr550	0.000179
Clstr558	Clstr575	1.04E-22
Clstr558	Clstr616	1.08E-05
Clstr558	Clstr627	6.28E-18
Clstr558	Clstr654	6.52E-10
Clstr558	Clstr655	3.61E-24
Clstr558	Clstr673	0.001
Clstr558	Clstr692	7.65E-40
Clstr560	Clstr153	3.20E-06
Clstr560	Clstr169	0.000949
Clstr560	Clstr175	1.13E-06
Clstr560	Clstr341	0.000806
Clstr560	Clstr377	0.001
Clstr560	Clstr384	0.000469
Clstr560	Clstr573	2.58E-07
Clstr560	Clstr622	0.001
Clstr560	Clstr646	0.001
Clstr560	Clstr685	2.49E-05
Clstr560	Clstr686	1.96E-05
Clstr560	zhaovirus	9.79E-08
Clstr561	Clstr087	8.73E-18
Clstr561	Clstr105	0.000585
Clstr561	Clstr110	8.02E-05
Clstr561	Clstr118	0.0003475
Clstr561	Clstr129	8.92E-15
Clstr561	Clstr137	2.74E-17
Clstr561	Clstr163	0.000223
Clstr561	Clstr168	2.39E-14
Clstr561	Clstr225	1.72E-13
Clstr561	Clstr246	0.000537
Clstr561	Clstr347	1.08E-15
Clstr561	Clstr348	6.25E-19
Clstr561	Clstr389	3.04E-08
Clstr561	Clstr466	2.42E-18
Clstr561	Clstr471	0.000133
Clstr561	Clstr490	1.37E-05
Clstr561	Clstr501	1.94E-19
Clstr561	Clstr506	6.25E-13
Clstr561	Clstr515	0.001
Clstr561	Clstr526	1.48E-13
Clstr561	Clstr599	4.59E-18
Clstr561	Clstr601	1.16E-17
Clstr561	Clstr604	1.18E-17
Clstr561	Clstr623	1.26E-22
Clstr561	Clstr625	2.28E-18
Clstr561	Clstr649	9.31E-06
Clstr561	Clstr671	0.000214
Clstr562	Clstr421	1.43E-10
Clstr562	Clstr628	5.55E-15
Clstr563	Clstr043	2.74E-05
Clstr563	Clstr060	0.0002275
Clstr563	Clstr181	3.53E-06
Clstr563	Clstr469	1.18E-05
Clstr563	Clstr548	0.0003615
Clstr563	Clstr549	0.000773
Clstr565	Clstr395	0.000118
Clstr565	Clstr517	0.000794
Clstr566	Clstr031	5.46E-07
Clstr566	Clstr070	0.000214
Clstr566	Clstr124	3.79E-07
Clstr566	Clstr172	9.00E-06
Clstr566	Clstr200	5.97E-08
Clstr566	Clstr204	5.96E-08
Clstr566	Clstr205	1.57E-05
Clstr566	Clstr208	2.11E-05
Clstr566	Clstr216	1.82E-07
Clstr566	Clstr239	8.91E-07
Clstr566	Clstr266	2.33E-05
Clstr566	Clstr288	1.43E-05
Clstr566	Clstr339	0.001
Clstr566	Clstr357	1.25E-07
Clstr566	Clstr366	2.69E-09
Clstr566	Clstr369	0.000206
Clstr566	Clstr396	5.40E-06
Clstr566	Clstr448	1.20E-10
Clstr566	Clstr456	5.47E-08
Clstr566	Clstr474	0.000233
Clstr566	Clstr485	0.000784
Clstr566	Clstr488	1.79E-05
Clstr566	Clstr519	7.89E-09
Clstr566	Clstr530	6.05E-05
Clstr566	Clstr546	0.000202825
Clstr566	Clstr550	4.85E-06
Clstr566	Clstr581	3.87E-05
Clstr566	Clstr607	8.57E-08
Clstr566	Clstr629	0.00012965
Clstr566	Clstr645	5.04E-05
Clstr566	Clstr665	1.38E-05
Clstr566	Clstr673	2.43E-06
Clstr566	Clstr695	0.000513
Clstr566	Clstr696	0.001
Clstr567	Clstr607	9.03E-05
Clstr568	Clstr387	0.000129
Clstr568	Clstr388	0.0001875
Clstr568	Clstr414	0.000168
Clstr568	Clstr437	2.72E-06
Clstr568	toti	6.74E-05
Clstr569	Clstr413	0.000105
Clstr570	Clstr002	0.000855
Clstr570	Clstr020	0.00061
Clstr570	Clstr033	8.27E-05
Clstr570	Clstr140	2.94E-09
Clstr570	Clstr171	0.000454
Clstr570	Clstr198	7.75E-05
Clstr570	Clstr273	0.0004735
Clstr570	Clstr380	3.02E-05
Clstr571	Clstr002	5.72E-07
Clstr571	Clstr003	1.01E-05
Clstr571	Clstr020	4.91E-06
Clstr571	Clstr033	5.93E-07
Clstr571	Clstr096	0.000473
Clstr571	Clstr140	7.37E-09
Clstr571	Clstr171	2.16E-14
Clstr571	Clstr198	6.08E-10
Clstr571	Clstr213	0.001
Clstr571	Clstr245	0.0001171
Clstr571	Clstr272	0.000251
Clstr571	Clstr380	9.96E-05
Clstr571	Clstr680	7.61E-06
Clstr572	Clstr057	0.00010355
Clstr572	Clstr080	0.001
Clstr572	Clstr298	1.56E-09
Clstr572	Clstr360	1.34E-06
Clstr572	Clstr401	3.58E-10
Clstr572	Clstr402	3.51E-06
Clstr572	Clstr481	2.37E-07
Clstr572	Clstr589	3.16E-06
Clstr573	Clstr524	4.29E-07
Clstr574	Clstr203	0.000413
Clstr574	Clstr232	2.72E-07
Clstr574	Clstr395	0.000207
Clstr574	Clstr487	0.000819
Clstr574	Clstr489	0.000201
Clstr574	Clstr529	0.001
Clstr574	Clstr565	0.001
Clstr574	Clstr603	3.67E-19
Clstr574	Clstr625	0.001
Clstr574	tombus-noda	3.29E-08
Clstr575	Clstr444	7.10E-12
Clstr575	Clstr448	0.0003335
Clstr575	Clstr454	6.78E-53
Clstr575	Clstr465	8.50E-14
Clstr575	Clstr550	0.001
Clstr575	Clstr558	6.87E-23
Clstr575	Clstr627	1.47E-09
Clstr575	Clstr655	3.57E-62
Clstr575	Clstr692	9.62E-23
Clstr576	Clstr202	7.96E-11
Clstr576	Clstr203	0.000296
Clstr576	Clstr247	0.0002985
Clstr576	Clstr328	7.61E-05
Clstr576	Clstr406	7.02E-05
Clstr576	Clstr486	0.001
Clstr576	Clstr597	1.97E-05
Clstr576	Clstr613	0.000454
Clstr576	Clstr614	3.93E-05
Clstr576	Clstr622	0.000563
Clstr576	Clstr650	2.41E-05
Clstr577	Clstr210	1.24E-06
Clstr577	Clstr416	0.000278
Clstr577	Clstr432	8.82E-18
Clstr577	Clstr442	0.0008125
Clstr577	Clstr453	1.15E-06
Clstr577	Clstr463	1.47E-13
Clstr577	Clstr541	4.03E-16
Clstr577	Clstr557	5.59E-11
Clstr577	Clstr611	0.001
Clstr577	yanvirus	1.49E-14
Clstr578	Clstr511	0.001
Clstr579	Clstr584	5.52E-05
Clstr580	Clstr294	0.001
Clstr580	Clstr509	0.000787
Clstr581	Clstr031	4.76E-06
Clstr581	Clstr070	0.001
Clstr581	Clstr106	0.0002675
Clstr581	Clstr124	1.06E-05
Clstr581	Clstr139	4.96E-05
Clstr581	Clstr154	3.33E-06
Clstr581	Clstr172	8.83E-05
Clstr581	Clstr200	5.36E-06
Clstr581	Clstr204	1.31E-05
Clstr581	Clstr205	7.42E-05
Clstr581	Clstr216	9.99E-07
Clstr581	Clstr266	0.000629
Clstr581	Clstr357	2.67E-06
Clstr581	Clstr366	7.88E-07
Clstr581	Clstr369	3.73E-05
Clstr581	Clstr396	9.31E-05
Clstr581	Clstr441	6.19E-15
Clstr581	Clstr448	1.89E-12
Clstr581	Clstr456	1.61E-06
Clstr581	Clstr470	0.000552
Clstr581	Clstr485	3.42E-14
Clstr581	Clstr488	0.000112
Clstr581	Clstr519	0.000638
Clstr581	Clstr530	6.00E-09
Clstr581	Clstr547	5.28E-05
Clstr581	Clstr550	0.00063
Clstr581	Clstr551	0.00026
Clstr581	Clstr566	5.78E-05
Clstr581	Clstr612	2.00E-06
Clstr581	Clstr629	3.99E-07
Clstr581	Clstr645	0.000118
Clstr581	Clstr661	1.16E-06
Clstr581	Clstr665	0.001
Clstr581	Clstr673	2.16E-05
Clstr581	Clstr695	9.62E-06
Clstr582	Clstr548	0.0001725
Clstr582	Clstr691	0.000612
Clstr583	Clstr260	0.000821
Clstr583	Clstr333	8.95E-05
Clstr584	Clstr248	2.92E-06
Clstr584	Clstr388	0.000297
Clstr585	Clstr107	0.001
Clstr585	Clstr145	7.86E-05
Clstr585	Clstr285	0.001
Clstr585	Clstr337	0.001
Clstr585	Clstr365	4.00E-04
Clstr585	Clstr542	0.000612
Clstr585	Clstr691	1.78E-05
Clstr586	Clstr043	0.0007865
Clstr586	Clstr060	0.001
Clstr586	Clstr469	7.37E-05
Clstr586	Clstr549	0.0004275
Clstr586	Clstr664	3.76E-06
Clstr587	Clstr072	0.000829
Clstr587	Clstr472	8.96E-31
Clstr587	Clstr473	1.79E-32
Clstr587	Clstr533	4.08E-21
Clstr588	Clstr008	0.00072
Clstr588	Clstr014	0.000747
Clstr588	Clstr019	0.00043
Clstr588	Clstr024	0.000105
Clstr588	Clstr029	1.18E-08
Clstr588	Clstr085	6.42E-08
Clstr588	Clstr086	0.000472
Clstr588	Clstr113	0.0004255
Clstr588	Clstr122	0.000347
Clstr588	Clstr265	1.86E-10
Clstr588	Clstr279	0.000104
Clstr588	Clstr281	1.72E-05
Clstr589	Clstr298	3.32E-06
Clstr589	Clstr360	8.02E-06
Clstr589	Clstr401	2.37E-06
Clstr589	Clstr440	0.000152
Clstr589	Clstr481	2.56E-06
Clstr589	Clstr572	1.68E-06
Clstr590	Clstr102	0.000155
Clstr590	Clstr331	0.000751
Clstr591	Clstr304	0.000587
Clstr591	Clstr429	1.22E-07
Clstr592	Clstr165	0.000525
Clstr593	Clstr041	4.97E-05
Clstr593	Clstr051	0.0003535
Clstr593	Clstr075	0.000119
Clstr593	Clstr082	0.001
Clstr593	Clstr097	6.71E-07
Clstr593	Clstr135	5.27E-05
Clstr593	Clstr159	8.11E-05
Clstr593	Clstr173	7.92E-06
Clstr593	Clstr179	8.94E-05
Clstr593	Clstr184	4.87E-07
Clstr593	Clstr188	8.01E-05
Clstr593	Clstr210	3.66E-06
Clstr593	Clstr219	2.70E-05
Clstr593	Clstr220	9.59E-07
Clstr593	Clstr263	0.0002455
Clstr593	Clstr276	2.48E-05
Clstr593	Clstr299	0.0001485
Clstr593	Clstr302	0.000309
Clstr593	Clstr321	9.57E-06
Clstr593	Clstr338	0.000224
Clstr593	Clstr406	0.000368
Clstr593	Clstr414	0.000496
Clstr593	Clstr416	0.0009135
Clstr593	Clstr424	2.80E-05
Clstr593	Clstr432	0.001
Clstr593	Clstr439	0.001
Clstr593	Clstr442	2.40E-07
Clstr593	Clstr457	8.30E-05
Clstr593	Clstr464	0.001
Clstr593	Clstr486	1.68E-05
Clstr593	Clstr500	3.71E-05
Clstr593	Clstr597	7.84E-05
Clstr593	Clstr605	0.000666
Clstr593	Clstr608	0.000205
Clstr593	Clstr611	2.56E-06
Clstr593	Clstr650	0.000153
Clstr593	Clstr658	0.000356
Clstr593	Clstr669	6.18E-05
Clstr594	Clstr240	0.000178
Clstr594	Clstr372	5.93E-09
Clstr594	Clstr393	3.07E-12
Clstr594	Clstr524	0.0008585
Clstr595	Clstr071	0.000367
Clstr596	Clstr110	0.001
Clstr596	Clstr118	0.001
Clstr596	Clstr163	0.00079
Clstr596	Clstr177	2.49E-06
Clstr596	Clstr471	0.0002125
Clstr596	Clstr490	2.33E-06
Clstr596	Clstr502	4.27E-05
Clstr596	Clstr515	0.000441
Clstr597	Clstr041	3.85E-05
Clstr597	Clstr051	0.0003735
Clstr597	Clstr075	0.000651
Clstr597	Clstr082	0.000294
Clstr597	Clstr097	1.93E-06
Clstr597	Clstr173	0.00018
Clstr597	Clstr179	0.000405
Clstr597	Clstr188	0.001
Clstr597	Clstr219	4.60E-05
Clstr597	Clstr220	1.83E-05
Clstr597	Clstr247	0.000853
Clstr597	Clstr257	0.0008485
Clstr597	Clstr263	0.000383
Clstr597	Clstr276	0.000355
Clstr597	Clstr299	2.37E-06
Clstr597	Clstr321	2.09E-05
Clstr597	Clstr328	4.08E-05
Clstr597	Clstr338	1.68E-05
Clstr597	Clstr395	0.000179
Clstr597	Clstr406	1.28E-11
Clstr597	Clstr416	0.001
Clstr597	Clstr422	6.77E-05
Clstr597	Clstr424	1.79E-06
Clstr597	Clstr439	0.0005595
Clstr597	Clstr442	3.74E-06
Clstr597	Clstr445	4.69E-05
Clstr597	Clstr446	1.03E-06
Clstr597	Clstr457	0.000146
Clstr597	Clstr486	7.86E-05
Clstr597	Clstr500	1.85E-05
Clstr597	Clstr507	8.44E-07
Clstr597	Clstr576	2.73E-05
Clstr597	Clstr593	0.0001226
Clstr597	Clstr606	0.000216
Clstr597	Clstr611	2.45E-06
Clstr597	Clstr643	0.000355
Clstr597	Clstr650	2.92E-10
Clstr597	Clstr651	8.05E-05
Clstr597	Clstr653	0.000275
Clstr597	Clstr658	0.000367
Clstr597	Clstr681	0.0001485
Clstr598	Clstr141	0.000304
Clstr598	Clstr403	6.72E-05
Clstr598	picorna	0.00056
Clstr599	Clstr087	3.53E-48
Clstr599	Clstr129	1.37E-35
Clstr599	Clstr137	3.64E-47
Clstr599	Clstr168	1.41E-33
Clstr599	Clstr225	5.40E-29
Clstr599	Clstr346	0.000581
Clstr599	Clstr347	9.63E-19
Clstr599	Clstr348	1.33E-45
Clstr599	Clstr389	8.28E-09
Clstr599	Clstr466	4.64E-29
Clstr599	Clstr490	0.000346
Clstr599	Clstr501	6.40E-23
Clstr599	Clstr506	5.19E-22
Clstr599	Clstr526	2.06E-45
Clstr599	Clstr561	1.94E-18
Clstr599	Clstr601	5.22E-25
Clstr599	Clstr604	1.99E-41
Clstr599	Clstr623	7.23E-30
Clstr599	Clstr625	9.03E-17
Clstr599	Clstr649	0.0002295
Clstr600	Clstr143	0.000152
Clstr601	Clstr087	2.33E-24
Clstr601	Clstr105	0.000508
Clstr601	Clstr118	0.000443
Clstr601	Clstr129	2.58E-19
Clstr601	Clstr137	2.88E-25
Clstr601	Clstr168	2.99E-19
Clstr601	Clstr174	0.000664
Clstr601	Clstr225	1.63E-18
Clstr601	Clstr318	0.000153
Clstr601	Clstr347	5.04E-19
Clstr601	Clstr348	7.74E-25
Clstr601	Clstr389	3.07E-06
Clstr601	Clstr421	2.43E-05
Clstr601	Clstr466	1.34E-28
Clstr601	Clstr471	0.000154
Clstr601	Clstr490	0.000365
Clstr601	Clstr501	4.05E-19
Clstr601	Clstr506	2.13E-16
Clstr601	Clstr526	4.24E-22
Clstr601	Clstr561	1.27E-16
Clstr601	Clstr599	1.01E-24
Clstr601	Clstr604	8.95E-21
Clstr601	Clstr623	1.28E-33
Clstr601	Clstr625	1.59E-22
Clstr601	Clstr649	9.47E-05
Clstr602	Clstr375	9.11E-09
Clstr602	Clstr556	0.000251
Clstr603	Clstr232	0.001
Clstr603	Clstr574	3.21E-19
Clstr603	tombus-noda	2.11E-08
Clstr604	Clstr087	1.24E-41
Clstr604	Clstr129	1.16E-30
Clstr604	Clstr137	1.33E-41
Clstr604	Clstr168	7.82E-28
Clstr604	Clstr225	6.25E-27
Clstr604	Clstr347	3.18E-20
Clstr604	Clstr348	2.10E-50
Clstr604	Clstr389	5.19E-05
Clstr604	Clstr466	7.92E-30
Clstr604	Clstr490	0.00028
Clstr604	Clstr501	2.84E-25
Clstr604	Clstr506	5.20E-19
Clstr604	Clstr526	2.34E-38
Clstr604	Clstr561	1.37E-16
Clstr604	Clstr599	1.64E-41
Clstr604	Clstr601	4.81E-21
Clstr604	Clstr622	0.000126
Clstr604	Clstr623	1.13E-32
Clstr604	Clstr625	1.30E-17
Clstr605	Clstr525	5.02E-22
Clstr606	Clstr247	0.0001335
Clstr606	Clstr299	0.000949
Clstr606	Clstr321	0.000827
Clstr606	Clstr328	0.000135
Clstr606	Clstr424	0.00041
Clstr606	Clstr507	2.10E-09
Clstr606	Clstr597	5.96E-05
Clstr606	Clstr611	0.001
Clstr606	Clstr650	0.001
Clstr606	Clstr669	1.87E-05
Clstr606	Clstr681	9.31E-06
Clstr607	Clstr031	2.59E-06
Clstr607	Clstr124	5.80E-05
Clstr607	Clstr154	1.78E-08
Clstr607	Clstr172	9.42E-05
Clstr607	Clstr200	4.27E-07
Clstr607	Clstr204	9.02E-06
Clstr607	Clstr205	0.000751
Clstr607	Clstr216	1.38E-08
Clstr607	Clstr239	1.01E-08
Clstr607	Clstr288	3.35E-07
Clstr607	Clstr357	0.00021
Clstr607	Clstr366	3.19E-05
Clstr607	Clstr369	1.31E-07
Clstr607	Clstr396	6.18E-07
Clstr607	Clstr441	0.000556
Clstr607	Clstr448	2.59E-06
Clstr607	Clstr456	0.000102
Clstr607	Clstr485	3.05E-05
Clstr607	Clstr516	5.79E-05
Clstr607	Clstr519	6.90E-05
Clstr607	Clstr530	1.34E-05
Clstr607	Clstr547	8.77E-05
Clstr607	Clstr551	0.0007545
Clstr607	Clstr566	1.93E-07
Clstr607	Clstr567	0.000229
Clstr607	Clstr629	2.90E-12
Clstr607	Clstr645	1.30E-06
Clstr607	Clstr661	5.63E-08
Clstr607	Clstr665	7.10E-08
Clstr607	Clstr673	7.44E-06
Clstr608	Clstr041	0.000289
Clstr608	Clstr048	0.000856
Clstr608	Clstr082	0.0006425
Clstr608	Clstr097	0.0001025
Clstr608	Clstr173	0.000528
Clstr608	Clstr184	8.27E-17
Clstr608	Clstr218	0.001
Clstr608	Clstr219	0.000692
Clstr608	Clstr220	0.0002925
Clstr608	Clstr263	0.001
Clstr608	Clstr276	0.001
Clstr608	Clstr299	0.000312
Clstr608	Clstr321	0.000204
Clstr608	Clstr424	3.42E-05
Clstr608	Clstr432	0.001
Clstr608	Clstr442	8.64E-05
Clstr608	Clstr486	0.000215
Clstr608	Clstr500	0.00017
Clstr608	Clstr513	0.000674
Clstr608	Clstr593	0.000168
Clstr608	Clstr611	6.58E-06
Clstr608	Clstr650	0.001
Clstr608	Clstr704	0.000134
Clstr609	Clstr021	0.000266
Clstr609	Clstr136	0.0002625
Clstr611	Clstr041	2.18E-06
Clstr611	Clstr048	3.42E-05
Clstr611	Clstr051	1.92E-06
Clstr611	Clstr075	3.94E-06
Clstr611	Clstr082	1.22E-05
Clstr611	Clstr097	2.56E-08
Clstr611	Clstr107	0.00029
Clstr611	Clstr116	0.0002225
Clstr611	Clstr135	0.001
Clstr611	Clstr159	5.63E-05
Clstr611	Clstr173	1.14E-06
Clstr611	Clstr179	3.25E-06
Clstr611	Clstr184	6.22E-07
Clstr611	Clstr188	9.52E-06
Clstr611	Clstr210	1.68E-05
Clstr611	Clstr219	1.38E-06
Clstr611	Clstr220	1.37E-07
Clstr611	Clstr227	0.0009425
Clstr611	Clstr247	0.000433
Clstr611	Clstr257	4.46E-05
Clstr611	Clstr263	1.38E-06
Clstr611	Clstr276	2.41E-07
Clstr611	Clstr286	0.0001405
Clstr611	Clstr299	5.37E-08
Clstr611	Clstr302	8.02E-05
Clstr611	Clstr315	0.000472
Clstr611	Clstr321	8.90E-07
Clstr611	Clstr328	0.000186
Clstr611	Clstr338	1.48E-05
Clstr611	Clstr349	0.000105
Clstr611	Clstr406	1.30E-05
Clstr611	Clstr416	1.59E-05
Clstr611	Clstr424	9.87E-09
Clstr611	Clstr432	5.51E-05
Clstr611	Clstr439	3.84E-05
Clstr611	Clstr442	1.92E-09
Clstr611	Clstr446	5.36E-06
Clstr611	Clstr457	7.48E-06
Clstr611	Clstr463	0.001
Clstr611	Clstr464	1.52E-05
