group	evalue
Clstr528	Clstr703	0.000117
Clstr529	Clstr081	1.335e-15
Clstr529	Clstr294	0.000833
Clstr529	Clstr442	0.0009345
Clstr529	Clstr565	0.001
Clstr529	Clstr620	0.000129
Clstr530	Clstr031	2.78e-07
Clstr530	Clstr088	0.000457
Clstr530	Clstr124	5.52e-08
Clstr530	Clstr154	0.0005705
Clstr530	Clstr172	4.78e-06
Clstr530	Clstr200	3.505e-07
Clstr530	Clstr204	6.12e-06
Clstr530	Clstr205	0.000346
Clstr530	Clstr208	8.79e-06
Clstr530	Clstr216	7.85e-08
Clstr530	Clstr239	7.905e-05
Clstr530	Clstr288	0.001
Clstr530	Clstr357	3.12e-10
Clstr530	Clstr366	9.545e-06
Clstr530	Clstr369	6.68e-05
Clstr530	Clstr396	2.79e-05
Clstr530	Clstr441	1.6e-06
Clstr530	Clstr448	3.84e-11
Clstr530	Clstr456	2.965e-05
Clstr530	Clstr485	5.56e-06
Clstr530	Clstr488	0.000831
Clstr530	Clstr519	3.595e-07
Clstr530	Clstr547	3.14e-05
Clstr530	Clstr551	2.55e-05
Clstr530	Clstr566	7.13e-05
Clstr530	Clstr581	1.38e-08
Clstr530	Clstr607	7.39e-06
Clstr530	Clstr612	2.25e-06
Clstr530	Clstr629	2.83e-07
Clstr530	Clstr645	1.52e-06
Clstr530	Clstr661	7.46e-07
Clstr530	Clstr665	2.6955e-05
Clstr530	Clstr673	2.517055e-06
Clstr530	Clstr695	1.47e-05
Clstr531	Clstr152	1.45e-06
Clstr531	Clstr342	6.54e-06
Clstr531	Clstr355	4.93e-05
Clstr532	Clstr303	0.000803
Clstr532	Clstr691	1.01e-05
Clstr532	Clstr704	0.001
Clstr533	Clstr216	0.001
Clstr533	Clstr472	7.35e-19
Clstr533	Clstr473	1.28e-21
Clstr533	Clstr587	4.73e-21
Clstr534	Clstr147	3.74e-05
Clstr534	Clstr455	0.000134
Clstr534	Clstr612	0.000209
Clstr535	Clstr486	0.001
Clstr535	Clstr554	8.56e-17
Clstr536	Clstr186	4.29e-12
Clstr538	Clstr053	3.305e-14
Clstr538	Clstr089	2.865e-09
Clstr538	Clstr093	1.32e-12
Clstr538	Clstr111	1.38e-05
Clstr538	Clstr138	6.92e-06
Clstr538	Clstr231	2.17e-23
Clstr538	Clstr270	6.47e-06
Clstr538	Clstr284	9.18e-05
Clstr538	Clstr362	9.15e-06
Clstr539	Clstr001	0.001
Clstr539	Clstr088	0.001
Clstr539	Clstr121	0.000678
Clstr539	Clstr506	0.000217
Clstr540	Clstr208	0.001
Clstr540	Clstr256	0.000307
Clstr541	Clstr210	4.845e-05
Clstr541	Clstr220	0.001
Clstr541	Clstr416	3.825e-05
Clstr541	Clstr424	0.0008475
Clstr541	Clstr432	3.19e-20
Clstr541	Clstr435	0.000759
Clstr541	Clstr442	0.001
Clstr541	Clstr453	2.32e-13
Clstr541	Clstr463	1.15e-14
Clstr541	Clstr557	2.18e-21
Clstr541	Clstr577	1.03e-15
Clstr541	Clstr611	0.000608
Clstr541	Clstr669	5.64e-05
Clstr541	Clstr694	0.001
Clstr541	yanvirus	9.79e-26
Clstr542	Clstr443	3.095e-31
Clstr542	Clstr484	0.001
Clstr542	Clstr585	0.000846
Clstr542	Clstr689	1.61e-10
Clstr543	Clstr203	1.95e-05
Clstr543	Clstr238	8.66e-06
Clstr543	Clstr317	0.000235
Clstr543	Clstr395	3.14e-05
Clstr543	Clstr487	1.895e-08
Clstr543	Clstr489	4.96e-05
Clstr543	Clstr699	1.56e-06
Clstr544	Clstr683	0.000565
Clstr545	Clstr124	0.001
Clstr545	Clstr154	7.26e-08
Clstr545	Clstr172	0.001
Clstr545	Clstr193	4.25e-06
Clstr545	Clstr239	0.001
Clstr545	Clstr357	0.001
Clstr545	Clstr455	3.27e-10
Clstr545	Clstr547	0.000825
Clstr545	Clstr551	2.37e-05
Clstr545	Clstr612	0.000262
Clstr545	Clstr695	0.000749
Clstr546	Clstr204	6.38e-05
Clstr546	Clstr366	0.000226
Clstr546	Clstr396	0.000485
Clstr546	Clstr456	7.38e-06
Clstr546	Clstr566	0.00043813
Clstr546	Clstr661	0.000727
Clstr546	Clstr673	1.81e-05
Clstr547	Clstr124	0.001
Clstr547	Clstr154	3.26e-09
Clstr547	Clstr175	0.000228
Clstr547	Clstr239	0.001
Clstr547	Clstr357	0.0002945
Clstr547	Clstr366	0.000176
Clstr547	Clstr369	0.000498
Clstr547	Clstr396	0.0007435
Clstr547	Clstr441	1.535e-05
Clstr547	Clstr455	0.000179
Clstr547	Clstr485	0.00010155
Clstr547	Clstr530	6.6e-05
Clstr547	Clstr545	0.000799
Clstr547	Clstr551	2.975e-07
Clstr547	Clstr581	2.1e-05
Clstr547	Clstr607	1.2395e-07
Clstr547	Clstr612	1.16e-07
Clstr547	Clstr629	6.34e-06
Clstr547	Clstr634	0.000517
Clstr547	Clstr661	3.97e-06
Clstr548	Clstr549	5.79e-05
Clstr548	Clstr563	0.000412
Clstr548	Clstr582	0.000221
Clstr548	Clstr664	0.0005183
Clstr548	Clstr666	0.000219
Clstr549	Clstr043	4.46e-07
Clstr549	Clstr060	8.33e-08
Clstr549	Clstr067	6.29e-06
Clstr549	Clstr469	7.17e-06
Clstr549	Clstr494	1.68e-08
Clstr549	Clstr510	0.0001625
Clstr549	Clstr548	9.53e-05
Clstr549	Clstr563	0.000749
Clstr549	Clstr586	0.000477
Clstr549	Clstr664	1.49e-08
Clstr549	Clstr666	2.47e-05
Clstr550	Clstr082	2.925e-06
Clstr550	Clstr116	0.0002105
Clstr550	Clstr204	0.001
Clstr550	Clstr300	1.09e-05
Clstr550	Clstr321	0.000553
Clstr550	Clstr363	6.42e-06
Clstr550	Clstr366	0.000799
Clstr550	Clstr448	3.67e-06
Clstr550	Clstr454	0.00069
Clstr550	Clstr456	0.001
Clstr550	Clstr518	8.49e-05
Clstr550	Clstr558	0.000153
Clstr550	Clstr566	7.72e-06
Clstr550	Clstr575	0.001
Clstr550	Clstr581	0.00075
Clstr550	Clstr611	0.000119
Clstr550	Clstr654	7.79e-05
Clstr550	Clstr655	0.000562
Clstr550	Clstr661	1.25015e-05
Clstr551	Clstr031	0.000432
Clstr551	Clstr124	0.000469
Clstr551	Clstr139	0.001
Clstr551	Clstr154	1.835e-07
Clstr551	Clstr172	0.0005635
Clstr551	Clstr193	0.0004375
Clstr551	Clstr239	0.000842
Clstr551	Clstr357	0.0001295
Clstr551	Clstr366	0.0008985
Clstr551	Clstr369	8.68e-05
Clstr551	Clstr396	0.000666
Clstr551	Clstr441	1.0155e-05
Clstr551	Clstr448	1.12e-05
Clstr551	Clstr455	1.24e-07
Clstr551	Clstr485	6.15e-05
Clstr551	Clstr530	2.45e-05
Clstr551	Clstr545	3.44e-05
Clstr551	Clstr547	7.22e-07
Clstr551	Clstr581	7.2e-05
Clstr551	Clstr607	0.0003945
Clstr551	Clstr612	7.46e-06
Clstr551	Clstr629	0.0001515
Clstr551	Clstr645	5.58e-05
Clstr551	Clstr661	3e-05
Clstr551	Clstr700	0.000869
Clstr552	Clstr687	3.4007e-29
Clstr553	Clstr157	0.001
Clstr554	Clstr535	8.62e-17
Clstr555	Clstr038	3.92e-07
Clstr555	Clstr428	1.28e-16
Clstr556	Clstr602	0.000169
Clstr557	Clstr118	0.000461
Clstr557	Clstr135	0.000339
Clstr557	Clstr210	0.0001095
Clstr557	Clstr365	0.000775
Clstr557	Clstr416	5.68e-06
Clstr557	Clstr432	8.13e-16
Clstr557	Clstr453	2.5265e-27
Clstr557	Clstr463	9.22e-11
Clstr557	Clstr541	2.57e-21
Clstr557	Clstr577	2.1e-10
Clstr557	Clstr653	5.71e-05
Clstr557	yanvirus	1.045e-16
Clstr558	Clstr051	0.00061
Clstr558	Clstr082	0.001
Clstr558	Clstr097	0.000313
Clstr558	Clstr116	0.000867
Clstr558	Clstr179	2.35e-05
Clstr558	Clstr321	0.000137
Clstr558	Clstr338	0.0003325
Clstr558	Clstr363	0.0001475
Clstr558	Clstr444	6.32e-16
Clstr558	Clstr454	8.72e-39
Clstr558	Clstr465	1.45e-16
Clstr558	Clstr518	0.00076
Clstr558	Clstr550	0.000179
Clstr558	Clstr575	1.035e-22
Clstr558	Clstr616	1.0775e-05
Clstr558	Clstr627	6.28e-18
Clstr558	Clstr654	6.515e-10
Clstr558	Clstr655	3.61e-24
Clstr558	Clstr673	0.001
Clstr558	Clstr692	7.65e-40
Clstr560	Clstr153	3.195e-06
Clstr560	Clstr169	0.000949
Clstr560	Clstr175	1.125e-06
Clstr560	Clstr341	0.000806
Clstr560	Clstr377	0.001
Clstr560	Clstr384	0.000469
Clstr560	Clstr573	2.58e-07
Clstr560	Clstr622	0.001
Clstr560	Clstr646	0.001
Clstr560	Clstr685	2.49e-05
Clstr560	Clstr686	1.955e-05
Clstr560	zhaovirus	9.79e-08
Clstr561	Clstr087	8.73e-18
Clstr561	Clstr105	0.000585
Clstr561	Clstr110	8.015e-05
Clstr561	Clstr118	0.0003475
Clstr561	Clstr129	8.92e-15
Clstr561	Clstr137	2.74e-17
Clstr561	Clstr163	0.000223
Clstr561	Clstr168	2.39e-14
Clstr561	Clstr225	1.72e-13
Clstr561	Clstr246	0.000537
Clstr561	Clstr347	1.0785e-15
Clstr561	Clstr348	6.25e-19
Clstr561	Clstr389	3.04e-08
Clstr561	Clstr466	2.42e-18
Clstr561	Clstr471	0.000133
Clstr561	Clstr490	1.365e-05
Clstr561	Clstr501	1.935e-19
Clstr561	Clstr506	6.25e-13
Clstr561	Clstr515	0.001
Clstr561	Clstr526	1.48e-13
Clstr561	Clstr599	4.59e-18
Clstr561	Clstr601	1.16e-17
Clstr561	Clstr604	1.18e-17
Clstr561	Clstr623	1.2645e-22
Clstr561	Clstr625	2.28e-18
Clstr561	Clstr649	9.31e-06
Clstr561	Clstr671	0.000214
Clstr562	Clstr421	1.43e-10
Clstr562	Clstr628	5.545e-15
Clstr563	Clstr043	2.74e-05
Clstr563	Clstr060	0.0002275
Clstr563	Clstr181	3.53e-06
Clstr563	Clstr469	1.18e-05
Clstr563	Clstr548	0.0003615
Clstr563	Clstr549	0.000773
Clstr565	Clstr395	0.000118
Clstr565	Clstr517	0.000794
Clstr566	Clstr031	5.46e-07
Clstr566	Clstr070	0.000214
Clstr566	Clstr124	3.785e-07
Clstr566	Clstr172	8.995e-06
Clstr566	Clstr200	5.97e-08
Clstr566	Clstr204	5.96e-08
Clstr566	Clstr205	1.565e-05
Clstr566	Clstr208	2.11e-05
Clstr566	Clstr216	1.82e-07
Clstr566	Clstr239	8.91e-07
Clstr566	Clstr266	2.325e-05
Clstr566	Clstr288	1.43e-05
Clstr566	Clstr339	0.001
Clstr566	Clstr357	1.25e-07
Clstr566	Clstr366	2.685e-09
Clstr566	Clstr369	0.000206
Clstr566	Clstr396	5.4e-06
Clstr566	Clstr448	1.1995e-10
Clstr566	Clstr456	5.465e-08
Clstr566	Clstr474	0.000233
Clstr566	Clstr485	0.000784
Clstr566	Clstr488	1.791e-05
Clstr566	Clstr519	7.89e-09
Clstr566	Clstr530	6.05e-05
Clstr566	Clstr546	0.000202825
Clstr566	Clstr550	4.85e-06
Clstr566	Clstr581	3.87e-05
Clstr566	Clstr607	8.57e-08
Clstr566	Clstr629	0.00012965
Clstr566	Clstr645	5.04e-05
Clstr566	Clstr665	1.38e-05
Clstr566	Clstr673	2.42735e-06
Clstr566	Clstr695	0.000513
Clstr566	Clstr696	0.001
Clstr567	Clstr607	9.03e-05
Clstr568	Clstr387	0.000129
Clstr568	Clstr388	0.0001875
Clstr568	Clstr414	0.000168
Clstr568	Clstr437	2.72e-06
Clstr568	toti	6.74e-05
Clstr569	Clstr413	0.000105
Clstr570	Clstr002	0.000855
Clstr570	Clstr020	0.00061
Clstr570	Clstr033	8.265e-05
Clstr570	Clstr140	2.94e-09
Clstr570	Clstr171	0.000454
Clstr570	Clstr198	7.75e-05
Clstr570	Clstr273	0.0004735
Clstr570	Clstr380	3.015e-05
Clstr571	Clstr002	5.715e-07
Clstr571	Clstr003	1.005e-05
Clstr571	Clstr020	4.905e-06
Clstr571	Clstr033	5.93e-07
Clstr571	Clstr096	0.000473
Clstr571	Clstr140	7.365e-09
Clstr571	Clstr171	2.155e-14
Clstr571	Clstr198	6.075e-10
Clstr571	Clstr213	0.001
Clstr571	Clstr245	0.0001171
Clstr571	Clstr272	0.000251
Clstr571	Clstr380	9.955e-05
Clstr571	Clstr680	7.61e-06
Clstr572	Clstr057	0.00010355
Clstr572	Clstr080	0.001
Clstr572	Clstr298	1.555e-09
Clstr572	Clstr360	1.34e-06
Clstr572	Clstr401	3.575e-10
Clstr572	Clstr402	3.51e-06
Clstr572	Clstr481	2.37e-07
Clstr572	Clstr589	3.16e-06
Clstr573	Clstr524	4.29e-07
Clstr574	Clstr203	0.000413
Clstr574	Clstr232	2.72e-07
Clstr574	Clstr395	0.000207
Clstr574	Clstr487	0.000819
Clstr574	Clstr489	0.000201
Clstr574	Clstr529	0.001
Clstr574	Clstr565	0.001
Clstr574	Clstr603	3.665e-19
Clstr574	Clstr625	0.001
Clstr574	tombus-noda	3.29e-08
Clstr575	Clstr444	7.1e-12
Clstr575	Clstr448	0.0003335
Clstr575	Clstr454	6.775e-53
Clstr575	Clstr465	8.5e-14
Clstr575	Clstr550	0.001
Clstr575	Clstr558	6.865e-23
Clstr575	Clstr627	1.47e-09
Clstr575	Clstr655	3.57e-62
Clstr575	Clstr692	9.62e-23
Clstr576	Clstr202	7.955e-11
Clstr576	Clstr203	0.000296
Clstr576	Clstr247	0.0002985
Clstr576	Clstr328	7.61e-05
Clstr576	Clstr406	7.02e-05
Clstr576	Clstr486	0.001
Clstr576	Clstr597	1.97e-05
Clstr576	Clstr613	0.000454
Clstr576	Clstr614	3.92647e-05
Clstr576	Clstr622	0.000563
Clstr576	Clstr650	2.41e-05
Clstr577	Clstr210	1.24e-06
Clstr577	Clstr416	0.000278
Clstr577	Clstr432	8.82e-18
Clstr577	Clstr442	0.0008125
Clstr577	Clstr453	1.15e-06
Clstr577	Clstr463	1.47e-13
Clstr577	Clstr541	4.03e-16
Clstr577	Clstr557	5.59e-11
Clstr577	Clstr611	0.001
Clstr577	yanvirus	1.49e-14
Clstr578	Clstr511	0.001
Clstr579	Clstr584	5.52e-05
Clstr580	Clstr294	0.001
Clstr580	Clstr509	0.000787
Clstr581	Clstr031	4.76e-06
Clstr581	Clstr070	0.001
Clstr581	Clstr106	0.0002675
Clstr581	Clstr124	1.06e-05
Clstr581	Clstr139	4.96e-05
Clstr581	Clstr154	3.33e-06
Clstr581	Clstr172	8.825e-05
Clstr581	Clstr200	5.36e-06
Clstr581	Clstr204	1.31e-05
Clstr581	Clstr205	7.42e-05
Clstr581	Clstr216	9.99e-07
Clstr581	Clstr266	0.000629
Clstr581	Clstr357	2.665e-06
Clstr581	Clstr366	7.875e-07
Clstr581	Clstr369	3.725e-05
Clstr581	Clstr396	9.31e-05
Clstr581	Clstr441	6.19e-15
Clstr581	Clstr448	1.89e-12
Clstr581	Clstr456	1.61e-06
Clstr581	Clstr470	0.000552
Clstr581	Clstr485	3.42e-14
Clstr581	Clstr488	0.000112
Clstr581	Clstr519	0.000638
Clstr581	Clstr530	6e-09
Clstr581	Clstr547	5.275e-05
Clstr581	Clstr550	0.00063
Clstr581	Clstr551	0.00026
Clstr581	Clstr566	5.78e-05
Clstr581	Clstr612	2e-06
Clstr581	Clstr629	3.99e-07
Clstr581	Clstr645	0.000118
Clstr581	Clstr661	1.1645e-06
Clstr581	Clstr665	0.001
Clstr581	Clstr673	2.16e-05
Clstr581	Clstr695	9.62e-06
Clstr582	Clstr548	0.0001725
Clstr582	Clstr691	0.000612
Clstr583	Clstr260	0.000821
Clstr583	Clstr333	8.95e-05
Clstr584	Clstr248	2.92e-06
Clstr584	Clstr388	0.000297
Clstr585	Clstr107	0.001
Clstr585	Clstr145	7.855e-05
Clstr585	Clstr285	0.001
Clstr585	Clstr337	0.001
Clstr585	Clstr365	4e-04
Clstr585	Clstr542	0.000612
Clstr585	Clstr691	1.78e-05
Clstr586	Clstr043	0.0007865
Clstr586	Clstr060	0.001
Clstr586	Clstr469	7.365e-05
Clstr586	Clstr549	0.0004275
Clstr586	Clstr664	3.755e-06
Clstr587	Clstr072	0.000829
Clstr587	Clstr472	8.955e-31
Clstr587	Clstr473	1.785e-32
Clstr587	Clstr533	4.08e-21
Clstr588	Clstr008	0.00072
Clstr588	Clstr014	0.000747
Clstr588	Clstr019	0.00043
Clstr588	Clstr024	0.000105
Clstr588	Clstr029	1.18e-08
Clstr588	Clstr085	6.42e-08
Clstr588	Clstr086	0.000472
Clstr588	Clstr113	0.0004255
Clstr588	Clstr122	0.000347
Clstr588	Clstr265	1.86e-10
Clstr588	Clstr279	0.000104
Clstr588	Clstr281	1.72e-05
Clstr589	Clstr298	3.32e-06
Clstr589	Clstr360	8.02e-06
Clstr589	Clstr401	2.365e-06
Clstr589	Clstr440	0.000152
Clstr589	Clstr481	2.56e-06
Clstr589	Clstr572	1.68e-06
Clstr590	Clstr102	0.000155
Clstr590	Clstr331	0.000751
Clstr591	Clstr304	0.000587
Clstr591	Clstr429	1.22e-07
Clstr592	Clstr165	0.000525
Clstr593	Clstr041	4.97e-05
Clstr593	Clstr051	0.0003535
Clstr593	Clstr075	0.000119
Clstr593	Clstr082	0.001
Clstr593	Clstr097	6.71e-07
Clstr593	Clstr135	5.265e-05
Clstr593	Clstr159	8.11e-05
Clstr593	Clstr173	7.915e-06
Clstr593	Clstr179	8.94e-05
Clstr593	Clstr184	4.87e-07
Clstr593	Clstr188	8.01e-05
Clstr593	Clstr210	3.66e-06
Clstr593	Clstr219	2.7e-05
Clstr593	Clstr220	9.585e-07
Clstr593	Clstr263	0.0002455
Clstr593	Clstr276	2.48e-05
Clstr593	Clstr299	0.0001485
Clstr593	Clstr302	0.000309
Clstr593	Clstr321	9.57e-06
Clstr593	Clstr338	0.000224
Clstr593	Clstr406	0.000368
Clstr593	Clstr414	0.000496
Clstr593	Clstr416	0.0009135
Clstr593	Clstr424	2.8e-05
Clstr593	Clstr432	0.001
Clstr593	Clstr439	0.001
Clstr593	Clstr442	2.4e-07
Clstr593	Clstr457	8.295e-05
Clstr593	Clstr464	0.001
Clstr593	Clstr486	1.68e-05
Clstr593	Clstr500	3.71e-05
Clstr593	Clstr597	7.84e-05
Clstr593	Clstr605	0.000666
Clstr593	Clstr608	0.000205
Clstr593	Clstr611	2.555e-06
Clstr593	Clstr650	0.000153
Clstr593	Clstr658	0.000356
Clstr593	Clstr669	6.18e-05
Clstr594	Clstr240	0.000178
Clstr594	Clstr372	5.93e-09
Clstr594	Clstr393	3.065e-12
Clstr594	Clstr524	0.0008585
Clstr595	Clstr071	0.000367
Clstr596	Clstr110	0.001
Clstr596	Clstr118	0.001
Clstr596	Clstr163	0.00079
Clstr596	Clstr177	2.49e-06
Clstr596	Clstr471	0.0002125
Clstr596	Clstr490	2.33e-06
Clstr596	Clstr502	4.265e-05
Clstr596	Clstr515	0.000441
Clstr597	Clstr041	3.845e-05
Clstr597	Clstr051	0.0003735
Clstr597	Clstr075	0.000651
Clstr597	Clstr082	0.000294
Clstr597	Clstr097	1.93e-06
Clstr597	Clstr173	0.00018
Clstr597	Clstr179	0.000405
Clstr597	Clstr188	0.001
Clstr597	Clstr219	4.595e-05
Clstr597	Clstr220	1.83e-05
Clstr597	Clstr247	0.000853
Clstr597	Clstr257	0.0008485
Clstr597	Clstr263	0.000383
Clstr597	Clstr276	0.000355
Clstr597	Clstr299	2.37e-06
Clstr597	Clstr321	2.09e-05
Clstr597	Clstr328	4.08e-05
Clstr597	Clstr338	1.675e-05
Clstr597	Clstr395	0.000179
Clstr597	Clstr406	1.28e-11
Clstr597	Clstr416	0.001
Clstr597	Clstr422	6.77e-05
Clstr597	Clstr424	1.79e-06
Clstr597	Clstr439	0.0005595
Clstr597	Clstr442	3.74e-06
Clstr597	Clstr445	4.69e-05
Clstr597	Clstr446	1.03e-06
Clstr597	Clstr457	0.000146
Clstr597	Clstr486	7.86e-05
Clstr597	Clstr500	1.85e-05
Clstr597	Clstr507	8.44e-07
Clstr597	Clstr576	2.73e-05
Clstr597	Clstr593	0.0001226
Clstr597	Clstr606	0.000216
Clstr597	Clstr611	2.45e-06
Clstr597	Clstr643	0.000355
Clstr597	Clstr650	2.915e-10
Clstr597	Clstr651	8.045e-05
Clstr597	Clstr653	0.000275
Clstr597	Clstr658	0.000367
Clstr597	Clstr681	0.0001485
Clstr598	Clstr141	0.000304
Clstr598	Clstr403	6.72e-05
Clstr598	picorna	0.00056
Clstr599	Clstr087	3.53e-48
Clstr599	Clstr129	1.37e-35
Clstr599	Clstr137	3.64e-47
Clstr599	Clstr168	1.41e-33
Clstr599	Clstr225	5.395e-29
Clstr599	Clstr346	0.000581
Clstr599	Clstr347	9.63e-19
Clstr599	Clstr348	1.33e-45
Clstr599	Clstr389	8.28e-09
Clstr599	Clstr466	4.635e-29
Clstr599	Clstr490	0.000346
Clstr599	Clstr501	6.395e-23
Clstr599	Clstr506	5.193e-22
Clstr599	Clstr526	2.058e-45
Clstr599	Clstr561	1.94e-18
Clstr599	Clstr601	5.2215e-25
Clstr599	Clstr604	1.988835e-41
Clstr599	Clstr623	7.23e-30
Clstr599	Clstr625	9.03e-17
Clstr599	Clstr649	0.0002295
Clstr600	Clstr143	0.000152
Clstr601	Clstr087	2.3335e-24
Clstr601	Clstr105	0.000508
Clstr601	Clstr118	0.000443
Clstr601	Clstr129	2.58e-19
Clstr601	Clstr137	2.88e-25
Clstr601	Clstr168	2.99e-19
Clstr601	Clstr174	0.000664
Clstr601	Clstr225	1.6345e-18
Clstr601	Clstr318	0.000153
Clstr601	Clstr347	5.04e-19
Clstr601	Clstr348	7.735e-25
Clstr601	Clstr389	3.0665e-06
Clstr601	Clstr421	2.43e-05
Clstr601	Clstr466	1.335e-28
Clstr601	Clstr471	0.000154
Clstr601	Clstr490	0.000365
Clstr601	Clstr501	4.05e-19
Clstr601	Clstr506	2.125e-16
Clstr601	Clstr526	4.242195e-22
Clstr601	Clstr561	1.274e-16
Clstr601	Clstr599	1.005e-24
Clstr601	Clstr604	8.951225e-21
Clstr601	Clstr623	1.28e-33
Clstr601	Clstr625	1.59e-22
Clstr601	Clstr649	9.465e-05
Clstr602	Clstr375	9.11e-09
Clstr602	Clstr556	0.000251
Clstr603	Clstr232	0.001
Clstr603	Clstr574	3.21e-19
Clstr603	tombus-noda	2.11e-08
Clstr604	Clstr087	1.24e-41
Clstr604	Clstr129	1.16e-30
Clstr604	Clstr137	1.334e-41
Clstr604	Clstr168	7.82e-28
Clstr604	Clstr225	6.25e-27
Clstr604	Clstr347	3.18e-20
Clstr604	Clstr348	2.1045e-50
Clstr604	Clstr389	5.19e-05
Clstr604	Clstr466	7.915e-30
Clstr604	Clstr490	0.00028
Clstr604	Clstr501	2.84e-25
Clstr604	Clstr506	5.204315e-19
Clstr604	Clstr526	2.34e-38
Clstr604	Clstr561	1.37e-16
Clstr604	Clstr599	1.643185e-41
Clstr604	Clstr601	4.81066e-21
Clstr604	Clstr622	0.000126
Clstr604	Clstr623	1.13e-32
Clstr604	Clstr625	1.3005e-17
Clstr605	Clstr525	5.02e-22
Clstr606	Clstr247	0.0001335
Clstr606	Clstr299	0.000949
Clstr606	Clstr321	0.000827
Clstr606	Clstr328	0.000135
Clstr606	Clstr424	0.00041
Clstr606	Clstr507	2.095e-09
Clstr606	Clstr597	5.96e-05
Clstr606	Clstr611	0.001
Clstr606	Clstr650	0.001
Clstr606	Clstr669	1.87e-05
Clstr606	Clstr681	9.31e-06
Clstr607	Clstr031	2.585e-06
Clstr607	Clstr124	5.8e-05
Clstr607	Clstr154	1.78e-08
Clstr607	Clstr172	9.42e-05
Clstr607	Clstr200	4.27e-07
Clstr607	Clstr204	9.02e-06
Clstr607	Clstr205	0.000751
Clstr607	Clstr216	1.38e-08
Clstr607	Clstr239	1.0095e-08
Clstr607	Clstr288	3.345e-07
Clstr607	Clstr357	0.00021
Clstr607	Clstr366	3.19e-05
Clstr607	Clstr369	1.3105e-07
Clstr607	Clstr396	6.18e-07
Clstr607	Clstr441	0.000556
Clstr607	Clstr448	2.59e-06
Clstr607	Clstr456	0.000102
Clstr607	Clstr485	3.045e-05
Clstr607	Clstr516	5.79e-05
Clstr607	Clstr519	6.902035e-05
Clstr607	Clstr530	1.34e-05
Clstr607	Clstr547	8.76685e-05
Clstr607	Clstr551	0.0007545
Clstr607	Clstr566	1.93e-07
Clstr607	Clstr567	0.000229
Clstr607	Clstr629	2.9e-12
Clstr607	Clstr645	1.3e-06
Clstr607	Clstr661	5.63e-08
Clstr607	Clstr665	7.1e-08
Clstr607	Clstr673	7.44e-06
Clstr608	Clstr041	0.000289
Clstr608	Clstr048	0.000856
Clstr608	Clstr082	0.0006425
Clstr608	Clstr097	0.0001025
Clstr608	Clstr173	0.000528
Clstr608	Clstr184	8.27e-17
Clstr608	Clstr218	0.001
Clstr608	Clstr219	0.000692
Clstr608	Clstr220	0.0002925
Clstr608	Clstr263	0.001
Clstr608	Clstr276	0.001
Clstr608	Clstr299	0.000312
Clstr608	Clstr321	0.000204
Clstr608	Clstr424	3.415e-05
Clstr608	Clstr432	0.001
Clstr608	Clstr442	8.64e-05
Clstr608	Clstr486	0.000215
Clstr608	Clstr500	0.00017
Clstr608	Clstr513	0.000674
Clstr608	Clstr593	0.000168
Clstr608	Clstr611	6.58e-06
Clstr608	Clstr650	0.001
Clstr608	Clstr704	0.000134
Clstr609	Clstr021	0.000266
Clstr609	Clstr136	0.0002625
Clstr611	Clstr041	2.18e-06
Clstr611	Clstr048	3.42e-05
Clstr611	Clstr051	1.92e-06
Clstr611	Clstr075	3.94e-06
Clstr611	Clstr082	1.22e-05
Clstr611	Clstr097	2.56e-08
Clstr611	Clstr107	0.00029
Clstr611	Clstr116	0.0002225
Clstr611	Clstr135	0.001
Clstr611	Clstr159	5.63e-05
Clstr611	Clstr173	1.14e-06
Clstr611	Clstr179	3.25e-06
Clstr611	Clstr184	6.22e-07
Clstr611	Clstr188	9.515e-06
Clstr611	Clstr210	1.68e-05
Clstr611	Clstr219	1.38e-06
Clstr611	Clstr220	1.37e-07
Clstr611	Clstr227	0.0009425
Clstr611	Clstr247	0.000433
Clstr611	Clstr257	4.46e-05
Clstr611	Clstr263	1.38e-06
Clstr611	Clstr276	2.41e-07
Clstr611	Clstr286	0.0001405
Clstr611	Clstr299	5.37e-08
Clstr611	Clstr302	8.02e-05
Clstr611	Clstr315	0.000472
Clstr611	Clstr321	8.9e-07
Clstr611	Clstr328	0.000186
Clstr611	Clstr338	1.48e-05
Clstr611	Clstr349	0.000105
Clstr611	Clstr406	1.3e-05
Clstr611	Clstr416	1.585e-05
Clstr611	Clstr424	9.87e-09
Clstr611	Clstr432	5.505e-05
Clstr611	Clstr439	3.84e-05
Clstr611	Clstr442	1.915e-09
Clstr611	Clstr446	5.355e-06
Clstr611	Clstr457	7.48e-06
Clstr611	Clstr463	0.001
Clstr611	Clstr464	1.52e-05
Clstr611	Clstr475	0.000232
Clstr611	Clstr486	1.06e-06
Clstr611	Clstr500	7.33e-08
Clstr611	Clstr507	0.000236
Clstr611	Clstr513	5.175e-06
Clstr611	Clstr525	0.000719
Clstr611	Clstr541	0.001
Clstr611	Clstr550	0.000142
Clstr611	Clstr593	2.99e-06
Clstr611	Clstr597	1.65e-06
Clstr611	Clstr606	0.001
Clstr611	Clstr608	5.95e-06
Clstr611	Clstr631	0.000896
Clstr611	Clstr643	1.04e-06
Clstr611	Clstr650	2.58e-06
Clstr611	Clstr651	0.00053
Clstr611	Clstr653	9.47e-05
Clstr611	Clstr658	7.43e-05
